user_id,name,email_address,username,date_of_birth,gender,location,membership_start_date,membership_end_date,subscription_plan,payment_information,renewal_status,usage_frequency,purchase_history,favorite_genres,devices_used,engagement_metrics,feedbackratings,customer_support_interactions
2174,Jerry Romero,christinareese@example.net,christinareese,7/19/1967,Female,New Jenniferberg,2/20/2024,2/19/2025,Monthly,Mastercard,Manual,Regular,Clothing,Comedy,Smart TV,Medium,4.6,10
2175,Joe Buchanan,lindalevy@example.net,lindalevy,12/3/1989,Male,East Rebecca,4/2/2024,4/2/2025,Monthly,Amex,Manual,Frequent,Electronics,Documentary,Smartphone,Medium,4.1,0
2176,Richard Martinez,kellymiller@example.com,kellymiller,10/13/1939,Female,North Joshuaburgh,2/27/2024,2/26/2025,Annual,Amex,Auto-renew,Frequent,Electronics,Action,Smartphone,High,4.4,8
2177,Stephen Shaw,derek79@example.org,derek79,9/13/1942,Female,West Brandiside,1/27/2024,1/26/2025,Monthly,Mastercard,Auto-renew,Occasional,Clothing,Action,Smartphone,Medium,4.5,5
2178,Meghan Martin,qhill@example.org,qhill,2/15/1935,Female,Kennedyborough,3/9/2024,3/9/2025,Annual,Mastercard,Manual,Regular,Electronics,Horror,Tablet,Low,4.6,2
2179,Ann Page,bdelacruz@example.org,bdelacruz,3/21/1974,Male,Emilyton,4/12/2024,4/12/2025,Monthly,Amex,Auto-renew,Regular,Clothing,Action,Tablet,Medium,4.2,7
2180,Vanessa Williams,kristinelewis@example.org,kristinelewis,8/25/1976,Female,Port Johnview,2/9/2024,2/8/2025,Monthly,Mastercard,Auto-renew,Frequent,Electronics,Documentary,Smartphone,Low,4.4,5
2181,Alexander Harris,austin55@example.net,austin55,9/10/1998,Male,Henryburgh,1/28/2024,1/27/2025,Annual,Visa,Auto-renew,Regular,Electronics,Comedy,Smart TV,Low,4.1,4
2182,Henry Campbell,anthonykeller@example.org,anthonykeller,10/9/1984,Male,Waltersbury,4/14/2024,4/14/2025,Monthly,Visa,Manual,Frequent,Electronics,Horror,Smart TV,Low,3.3,9
2183,Heather Williams,seannorris@example.net,seannorris,5/12/1983,Female,Lake Jacqueline,3/8/2024,3/8/2025,Monthly,Visa,Manual,Regular,Clothing,Action,Smart TV,Low,4.1,1
2184,Robert Davis,anthony28@example.net,anthony28,6/28/1966,Male,North Kristinahaven,3/12/2024,3/12/2025,Monthly,Mastercard,Manual,Frequent,Clothing,Action,Tablet,Medium,4.5,10
2185,Shannon Conner,jacqueline84@example.com,jacqueline84,11/24/1966,Male,North Tiffany,3/29/2024,3/29/2025,Annual,Visa,Auto-renew,Regular,Electronics,Comedy,Smartphone,Low,4.5,8
2186,Charles Edwards,denisefox@example.com,denisefox,10/4/1963,Female,Port Sethhaven,3/12/2024,3/12/2025,Annual,Amex,Manual,Frequent,Books,Documentary,Smartphone,Medium,4.1,3
2187,Jeff Evans,rachelstevens@example.com,rachelstevens,4/7/1939,Female,East Sarahstad,1/3/2024,1/2/2025,Annual,Amex,Auto-renew,Frequent,Electronics,Documentary,Smart TV,High,4.9,0
2188,Jill White,ocobb@example.com,ocobb,2/7/1947,Male,Lake Mark,2/16/2024,2/15/2025,Monthly,Visa,Auto-renew,Regular,Books,Action,Smart TV,High,4.6,0
2189,Tracey Mora,vthomas@example.com,vthomas,12/26/1952,Female,Stevenport,1/12/2024,1/11/2025,Annual,Mastercard,Auto-renew,Frequent,Electronics,Romance,Smartphone,Medium,4.4,0
2190,Brent Young,dlane@example.com,dlane,12/14/1946,Male,North Timchester,4/8/2024,4/8/2025,Annual,Amex,Manual,Regular,Electronics,Drama,Smartphone,Low,3,8
2191,David Wood,wward@example.net,wward,3/24/1991,Male,Harrisonton,1/12/2024,1/11/2025,Monthly,Visa,Manual,Occasional,Electronics,Documentary,Smart TV,High,4,7
2192,Shawn Carter,mccarthykathleen@example.com,mccarthykathleen,7/8/1933,Male,Oliviachester,3/13/2024,3/13/2025,Monthly,Amex,Manual,Occasional,Books,Documentary,Tablet,High,3.7,3
2193,Daniel Maldonado,thomasoneill@example.com,thomasoneill,4/5/1996,Female,Lake Deanmouth,1/2/2024,1/1/2025,Monthly,Amex,Manual,Frequent,Electronics,Action,Smartphone,Medium,4.7,9
2194,Tyler Taylor,anthony10@example.com,anthony10,12/17/2004,Male,Lake Jerry,1/10/2024,1/9/2025,Monthly,Visa,Auto-renew,Regular,Books,Horror,Smartphone,Low,3.6,5
2195,Elizabeth Carter,karen42@example.net,karen42,8/14/1968,Female,Aaronstad,2/18/2024,2/17/2025,Annual,Amex,Auto-renew,Regular,Books,Romance,Smartphone,High,4.7,3
2196,Kevin Galloway,allenbenjamin@example.net,allenbenjamin,10/4/1981,Male,Cochranville,3/21/2024,3/21/2025,Monthly,Amex,Auto-renew,Occasional,Clothing,Documentary,Smartphone,Low,3.4,3
2197,Donna Castillo,prichards@example.net,prichards,3/27/1978,Male,Reedport,4/14/2024,4/14/2025,Monthly,Mastercard,Manual,Occasional,Clothing,Romance,Smartphone,Low,3.4,6
2198,Jennifer Hamilton,rebeccaochoa@example.com,rebeccaochoa,1/22/1996,Male,North Richard,3/29/2024,3/29/2025,Monthly,Mastercard,Auto-renew,Occasional,Books,Action,Tablet,Medium,4.2,8
2199,Willie Bennett,misty07@example.org,misty07,5/12/1947,Male,South Toddborough,4/9/2024,4/9/2025,Monthly,Mastercard,Auto-renew,Regular,Books,Romance,Tablet,High,4.2,8
2200,Susan Knight,smithjason@example.org,smithjason,7/18/1988,Male,Hensonchester,2/20/2024,2/19/2025,Annual,Amex,Manual,Occasional,Books,Drama,Smartphone,High,3,8
2201,Joseph Drake,melindajohnson@example.com,melindajohnson,7/28/1965,Male,Lake Kimberly,4/12/2024,4/12/2025,Monthly,Amex,Auto-renew,Regular,Clothing,Romance,Smartphone,Medium,4.6,5
2202,Gina Carey,angel52@example.org,angel52,2/7/1952,Male,North Eric,3/10/2024,3/10/2025,Monthly,Visa,Manual,Frequent,Clothing,Drama,Smart TV,High,4.8,0
2203,Jessica King,downslawrence@example.com,downslawrence,8/12/1992,Female,Hunterburgh,3/27/2024,3/27/2025,Monthly,Mastercard,Auto-renew,Regular,Books,Comedy,Tablet,Medium,3.9,6
2204,Christopher Oliver,thompsonlauren@example.org,thompsonlauren,2/11/1969,Female,Davidshire,2/27/2024,2/26/2025,Annual,Amex,Manual,Frequent,Clothing,Comedy,Tablet,High,4.9,5
2205,Beth Johnson,jenniferjohnson@example.net,jenniferjohnson,11/13/2000,Female,Jessicabury,4/9/2024,4/9/2025,Annual,Amex,Auto-renew,Regular,Books,Sci-Fi,Smart TV,Medium,3.5,3
2206,Jonathan Dixon,tammymanning@example.net,tammymanning,6/17/1976,Female,Lake Brittanyhaven,2/22/2024,2/21/2025,Monthly,Mastercard,Manual,Regular,Clothing,Action,Smartphone,High,3.5,6
2207,Jennifer King,gordonkaren@example.com,gordonkaren,12/31/2002,Female,North James,3/12/2024,3/12/2025,Monthly,Mastercard,Manual,Occasional,Books,Sci-Fi,Smartphone,High,4.3,5
2208,Tina Burke,jenniferevans@example.org,jenniferevans,10/3/1964,Female,Christineberg,3/4/2024,3/4/2025,Annual,Visa,Manual,Regular,Electronics,Documentary,Smartphone,High,4.5,1
2209,Mary Dunn,ojimenez@example.com,ojimenez,12/30/1959,Female,Port Brandonfort,3/25/2024,3/25/2025,Annual,Visa,Manual,Frequent,Clothing,Documentary,Smart TV,Low,3.8,10
2210,Jacob Mitchell,wfox@example.net,wfox,1/5/2001,Male,Lopezfurt,2/9/2024,2/8/2025,Monthly,Mastercard,Auto-renew,Frequent,Clothing,Comedy,Smartphone,Low,4.4,8
2211,Jennifer Watts,georgepeterson@example.com,georgepeterson,6/7/1933,Female,Hernandezfurt,3/13/2024,3/13/2025,Monthly,Amex,Manual,Regular,Clothing,Sci-Fi,Tablet,Medium,3.4,8
2212,Shirley Salazar,margarethodge@example.org,margarethodge,3/4/1995,Male,Derekmouth,2/3/2024,2/2/2025,Annual,Mastercard,Auto-renew,Regular,Electronics,Documentary,Tablet,High,4.9,10
2213,Kayla Kelley,bradyronnie@example.com,bradyronnie,7/18/1992,Male,Robinsonville,1/2/2024,1/1/2025,Annual,Mastercard,Manual,Occasional,Electronics,Comedy,Tablet,High,4.3,6
2214,Eric Moore,shannonortiz@example.com,shannonortiz,9/13/1983,Male,Amberfurt,1/23/2024,1/22/2025,Annual,Mastercard,Auto-renew,Regular,Clothing,Action,Tablet,High,4.5,0
2215,Darren Hall,brian96@example.org,brian96,1/1/1981,Male,Cummingsfort,2/6/2024,2/5/2025,Monthly,Amex,Auto-renew,Regular,Electronics,Romance,Tablet,Medium,4.8,1
2216,Ralph Norris,cgordon@example.com,cgordon,1/14/1991,Male,New Jennifer,2/10/2024,2/9/2025,Monthly,Amex,Manual,Regular,Books,Sci-Fi,Smartphone,Medium,3,4
2217,Mr. John Jimenez,rodney08@example.net,rodney08,8/10/1958,Female,Stanleyview,1/30/2024,1/29/2025,Monthly,Mastercard,Manual,Regular,Books,Romance,Tablet,Low,4.6,8
2218,Sydney Williamson,ycollins@example.org,ycollins,2/9/1971,Male,East Andrew,1/24/2024,1/23/2025,Monthly,Mastercard,Manual,Regular,Electronics,Comedy,Smartphone,High,4.3,5
2219,Martin Berg,lroberts@example.com,lroberts,6/29/1945,Male,North Ivanville,3/26/2024,3/26/2025,Annual,Visa,Auto-renew,Regular,Books,Documentary,Smart TV,Low,3.4,9
2220,David Lam,sanderssusan@example.com,sanderssusan,2/6/1955,Male,Combsfurt,2/3/2024,2/2/2025,Monthly,Visa,Manual,Occasional,Clothing,Romance,Tablet,Medium,4.7,10
2221,Tammie Gonzalez,tylerlong@example.org,tylerlong,1/4/1990,Female,Georgeside,2/26/2024,2/25/2025,Annual,Visa,Auto-renew,Regular,Clothing,Drama,Smartphone,Low,4.7,3
2222,Rhonda Fitzpatrick,cody41@example.com,cody41,1/20/1951,Male,Williamsstad,2/27/2024,2/26/2025,Annual,Visa,Manual,Frequent,Books,Horror,Tablet,Low,3.5,7
2223,Andrew Kim,jmyers@example.net,jmyers,12/27/1989,Female,Johnsonville,1/26/2024,1/25/2025,Annual,Amex,Auto-renew,Regular,Electronics,Horror,Smartphone,High,3.9,6
2224,Amy Simmons,brandonmendez@example.org,brandonmendez,12/31/1994,Female,Port Mauriceberg,4/5/2024,4/5/2025,Monthly,Amex,Manual,Frequent,Electronics,Horror,Smart TV,Medium,3.1,0
2225,Benjamin Stafford,igray@example.net,igray,2/13/1958,Male,Wilkinsville,1/7/2024,1/6/2025,Monthly,Visa,Manual,Occasional,Electronics,Romance,Tablet,Low,4.9,7
2226,Christopher Conway,millermichelle@example.com,millermichelle,12/26/1948,Male,Robbinsborough,4/2/2024,4/2/2025,Annual,Mastercard,Manual,Frequent,Books,Action,Smart TV,Low,4,9
2227,Paul Castillo,harrissean@example.com,harrissean,9/13/1984,Male,Johnsonfort,1/27/2024,1/26/2025,Monthly,Mastercard,Manual,Occasional,Clothing,Action,Tablet,Low,3.2,4
2228,Carrie Aguilar,cbrown@example.org,cbrown,4/11/2002,Male,West Shanefort,3/22/2024,3/22/2025,Monthly,Amex,Auto-renew,Occasional,Books,Romance,Tablet,High,3.4,1
2229,Jason Rivera,christopherrussell@example.net,christopherrussell,9/9/1972,Male,Walkerport,1/30/2024,1/29/2025,Annual,Amex,Manual,Frequent,Electronics,Sci-Fi,Tablet,High,3.8,3
2230,Allison Shaw,jacob94@example.org,jacob94,8/20/1969,Male,East Stephenstad,4/6/2024,4/6/2025,Monthly,Amex,Auto-renew,Regular,Clothing,Comedy,Smart TV,High,4.8,0
2231,Theresa Parks,anthony71@example.net,anthony71,9/17/1981,Female,Cassandraview,2/24/2024,2/23/2025,Annual,Amex,Auto-renew,Frequent,Books,Documentary,Smartphone,Low,4,6
2232,Bailey Williams,brendanmedina@example.org,brendanmedina,10/19/1984,Male,Maryview,4/1/2024,4/1/2025,Annual,Mastercard,Auto-renew,Regular,Clothing,Action,Smartphone,Low,4.9,6
2233,David Craig,wross@example.org,wross,8/10/1992,Female,Stewartton,3/31/2024,3/31/2025,Annual,Mastercard,Auto-renew,Occasional,Electronics,Horror,Smartphone,Medium,3.9,4
2234,Alicia Fitzgerald MD,joseph33@example.com,joseph33,11/19/1960,Male,North Virginia,2/27/2024,2/26/2025,Annual,Visa,Auto-renew,Frequent,Books,Action,Smartphone,Low,3.1,4
2235,Rhonda Brown,stonejoseph@example.com,stonejoseph,9/23/1996,Female,Lake Michaelmouth,2/10/2024,2/9/2025,Annual,Mastercard,Auto-renew,Frequent,Electronics,Action,Smartphone,High,4.2,4
2236,Taylor Schultz,timothy19@example.com,timothy19,6/18/2003,Male,Nguyenport,4/10/2024,4/10/2025,Annual,Mastercard,Auto-renew,Regular,Electronics,Sci-Fi,Smartphone,Medium,3.6,4
2237,Angel Sanders,ericksonjohn@example.net,ericksonjohn,11/8/1981,Male,Wendymouth,3/22/2024,3/22/2025,Monthly,Mastercard,Auto-renew,Frequent,Electronics,Horror,Smartphone,High,3.2,9
2238,John Kirk,willie78@example.org,willie78,5/22/1965,Male,New Annaton,2/20/2024,2/19/2025,Annual,Visa,Manual,Occasional,Electronics,Action,Tablet,High,3.3,10
2239,Jeffrey Ramirez,vjohnson@example.com,vjohnson,11/28/1997,Female,Nealmouth,1/28/2024,1/27/2025,Annual,Visa,Manual,Regular,Clothing,Documentary,Tablet,High,4.6,9
2240,Brittney Patton,jramsey@example.net,jramsey,1/17/1935,Male,Perryfort,3/20/2024,3/20/2025,Annual,Mastercard,Auto-renew,Regular,Electronics,Horror,Tablet,High,4.6,2
2241,Michael Garza,omar29@example.net,omar29,1/7/1991,Male,Morenoborough,3/22/2024,3/22/2025,Annual,Mastercard,Manual,Occasional,Electronics,Romance,Tablet,Medium,4.3,3
2242,James Perez,sharon18@example.com,sharon18,3/30/1946,Male,Huertastad,1/5/2024,1/4/2025,Monthly,Mastercard,Manual,Frequent,Books,Horror,Tablet,Low,4.1,3
2243,James Bryant,sean85@example.net,sean85,12/3/1999,Female,Port Mary,1/30/2024,1/29/2025,Monthly,Amex,Manual,Regular,Electronics,Horror,Smartphone,High,4.9,6
2244,Linda Hayes,chasejohnson@example.com,chasejohnson,1/20/1952,Female,Karenstad,3/7/2024,3/7/2025,Monthly,Mastercard,Manual,Regular,Clothing,Romance,Smartphone,Medium,3.9,1
2245,Daniel Morgan,mark80@example.org,mark80,7/21/2002,Male,South Joseph,2/20/2024,2/19/2025,Annual,Amex,Auto-renew,Occasional,Books,Documentary,Smartphone,High,3.4,1
2246,Richard Monroe,joanna12@example.net,joanna12,12/3/1985,Male,Jenniferburgh,1/26/2024,1/25/2025,Annual,Amex,Manual,Regular,Books,Action,Smartphone,Medium,3.7,3
2247,Tiffany Norton,lgilmore@example.org,lgilmore,10/19/1935,Male,Zimmermanshire,3/15/2024,3/15/2025,Annual,Visa,Auto-renew,Occasional,Books,Action,Smartphone,High,4.1,10
2248,Timothy Pierce,austin16@example.net,austin16,6/7/1977,Male,North Daniel,1/8/2024,1/7/2025,Monthly,Mastercard,Manual,Occasional,Electronics,Horror,Smartphone,Low,4.7,10
2249,Jennifer Potts,christopher07@example.net,christopher07,8/27/1937,Male,Port Jenniferberg,3/12/2024,3/12/2025,Monthly,Amex,Manual,Occasional,Electronics,Romance,Smart TV,Low,4.2,6
2250,Jeffrey Erickson,russellmacias@example.net,russellmacias,4/2/1995,Male,Lake Angelaside,3/19/2024,3/19/2025,Annual,Visa,Auto-renew,Occasional,Books,Comedy,Tablet,Low,3.6,0
2251,Heather Williams,ramirezanna@example.com,ramirezanna,2/20/1979,Male,North Kara,1/12/2024,1/11/2025,Monthly,Mastercard,Auto-renew,Frequent,Electronics,Documentary,Tablet,Medium,3.8,1
2252,Susan Wheeler,ayalamario@example.com,ayalamario,3/21/1993,Female,New Meganberg,3/15/2024,3/15/2025,Monthly,Mastercard,Auto-renew,Regular,Clothing,Horror,Smartphone,Medium,4.7,0
2253,Sarah Becker,paulaorr@example.net,paulaorr,1/13/1976,Female,Thomasside,2/20/2024,2/19/2025,Annual,Amex,Auto-renew,Frequent,Books,Horror,Smartphone,Low,3.7,4
2254,James Hernandez,cyoung@example.net,cyoung,3/2/1949,Male,East Matthewhaven,1/18/2024,1/17/2025,Monthly,Amex,Auto-renew,Occasional,Clothing,Comedy,Tablet,Low,4.1,5
2255,Alejandro Schneider,icuevas@example.org,icuevas,1/24/1999,Male,Bryanfurt,3/1/2024,3/1/2025,Annual,Mastercard,Manual,Regular,Electronics,Comedy,Smart TV,Medium,3.5,6
2256,Valerie Wagner,nancykrueger@example.net,nancykrueger,4/21/1944,Male,West Dana,3/29/2024,3/29/2025,Monthly,Mastercard,Manual,Frequent,Electronics,Action,Smart TV,Medium,3.8,6
2257,Frank Lee,patricklopez@example.com,patricklopez,12/6/1980,Male,Danielfort,1/27/2024,1/26/2025,Monthly,Mastercard,Manual,Occasional,Books,Documentary,Smartphone,Medium,3.4,1
2258,Rodney Brown,karen64@example.org,karen64,3/6/1943,Female,Annaland,3/12/2024,3/12/2025,Annual,Visa,Auto-renew,Regular,Books,Drama,Smart TV,Medium,4.4,1
2259,Melissa Lopez,taradrake@example.org,taradrake,12/3/1951,Female,West Douglas,3/14/2024,3/14/2025,Monthly,Mastercard,Manual,Occasional,Electronics,Romance,Smart TV,High,3.1,8
2260,Amber Harris,smithallison@example.org,smithallison,3/15/1976,Male,Heathershire,3/17/2024,3/17/2025,Monthly,Mastercard,Manual,Regular,Books,Sci-Fi,Tablet,Medium,3.5,8
2261,Anthony Hester,timothyhobbs@example.org,timothyhobbs,5/12/1986,Male,Port Denisemouth,3/21/2024,3/21/2025,Monthly,Mastercard,Manual,Occasional,Books,Horror,Smartphone,Medium,3.8,5
2262,Juan Smith,jonathon30@example.org,jonathon30,6/20/1973,Female,Lake Angel,1/12/2024,1/11/2025,Monthly,Visa,Manual,Regular,Electronics,Action,Tablet,Medium,3.5,5
2263,Hayley Dean,jeffreynichols@example.com,jeffreynichols,4/19/1953,Female,Brooksborough,1/21/2024,1/20/2025,Monthly,Amex,Manual,Regular,Books,Horror,Tablet,High,3,8
2264,Tiffany Baker,lmccarty@example.org,lmccarty,2/4/1989,Male,New Jamie,1/28/2024,1/27/2025,Monthly,Amex,Manual,Occasional,Electronics,Horror,Smart TV,High,3.6,1
2265,Angelica Randall,gwade@example.org,gwade,4/22/1935,Female,New Thomasmouth,1/22/2024,1/21/2025,Monthly,Visa,Manual,Frequent,Electronics,Romance,Smartphone,Medium,3.1,5
2266,Jacob Martinez,ellisstacy@example.com,ellisstacy,1/6/1979,Male,Briannafort,1/22/2024,1/21/2025,Monthly,Amex,Auto-renew,Occasional,Books,Romance,Smartphone,Medium,3.9,3
2267,Christopher Moreno,moorepatricia@example.org,moorepatricia,9/20/1987,Female,Amyport,2/8/2024,2/7/2025,Monthly,Visa,Auto-renew,Regular,Clothing,Sci-Fi,Tablet,High,4.9,7
2268,Melissa Choi DVM,ginascott@example.net,ginascott,5/14/1937,Female,Collinsport,3/31/2024,3/31/2025,Annual,Mastercard,Auto-renew,Frequent,Electronics,Drama,Smartphone,High,3.8,1
2269,Michael Collins,llopez@example.org,llopez,3/24/1946,Female,Owensmouth,2/15/2024,2/14/2025,Annual,Mastercard,Manual,Frequent,Clothing,Sci-Fi,Smart TV,High,4.5,3
2270,Daniel Wood,leonardbrandon@example.net,leonardbrandon,5/24/1949,Male,Mossfurt,3/20/2024,3/20/2025,Annual,Amex,Auto-renew,Frequent,Books,Romance,Smart TV,High,3.9,1
2271,Kristin Molina,knightpaula@example.com,knightpaula,1/16/1948,Female,Sullivanhaven,1/29/2024,1/28/2025,Annual,Visa,Auto-renew,Occasional,Electronics,Drama,Smartphone,Medium,3.6,9
2272,Stefanie Soto,matthew65@example.com,matthew65,11/29/1935,Male,North Barry,2/5/2024,2/4/2025,Monthly,Mastercard,Manual,Frequent,Books,Drama,Tablet,Low,4.5,10
2273,Alexis Banks,tara79@example.org,tara79,1/28/1944,Female,Huynhfurt,1/28/2024,1/27/2025,Monthly,Mastercard,Manual,Regular,Electronics,Comedy,Smart TV,Medium,3.9,3
2274,Megan Walker,baileymary@example.com,baileymary,10/3/1963,Male,Laurenfort,1/18/2024,1/17/2025,Monthly,Visa,Auto-renew,Occasional,Books,Comedy,Tablet,Medium,4.2,0
2275,Lisa Anderson,uparrish@example.com,uparrish,4/17/1953,Female,Murphyhaven,2/17/2024,2/16/2025,Annual,Amex,Auto-renew,Regular,Clothing,Documentary,Tablet,High,3.1,6
2276,Shawna Boyd,nancy69@example.org,nancy69,4/30/1951,Female,North Michaela,1/15/2024,1/14/2025,Monthly,Mastercard,Auto-renew,Regular,Clothing,Horror,Smart TV,Low,4.2,3
2277,Daniel Rogers,jperez@example.org,jperez,5/29/1979,Male,Hammondmouth,3/9/2024,3/9/2025,Monthly,Visa,Auto-renew,Occasional,Electronics,Comedy,Smart TV,Medium,4.6,5
2278,James Roberts,samanthaparker@example.org,samanthaparker,2/19/1980,Female,Aguilarshire,1/25/2024,1/24/2025,Monthly,Amex,Manual,Occasional,Clothing,Action,Tablet,High,4.2,4
2279,Crystal Hines,ianpatel@example.net,ianpatel,9/14/1966,Male,Singletontown,3/4/2024,3/4/2025,Annual,Visa,Manual,Regular,Books,Drama,Smart TV,High,4.8,5
2280,Helen Colon,michael76@example.org,michael76,5/16/2004,Female,South Lori,3/24/2024,3/24/2025,Annual,Amex,Manual,Regular,Electronics,Action,Smart TV,Medium,3.3,4
2281,Joshua Page,mshepard@example.com,mshepard,9/9/1986,Female,Matthewmouth,3/28/2024,3/28/2025,Monthly,Amex,Manual,Occasional,Clothing,Drama,Smartphone,Low,4.2,5
2282,Kelly Ramos,farrellsherry@example.com,farrellsherry,9/19/1937,Female,New Jeffberg,1/29/2024,1/28/2025,Monthly,Amex,Manual,Occasional,Clothing,Comedy,Smart TV,High,4.5,1
2283,Cody Baker,jessica17@example.net,jessica17,9/3/1999,Female,East Raymondton,4/4/2024,4/4/2025,Monthly,Visa,Auto-renew,Occasional,Electronics,Action,Tablet,High,4.3,9
2284,Alison George,robert75@example.org,robert75,5/23/1960,Male,Nelsonchester,3/23/2024,3/23/2025,Monthly,Amex,Manual,Regular,Clothing,Documentary,Tablet,Low,3.6,8
2285,Jonathon Walker,russellthomas@example.org,russellthomas,8/15/1967,Female,Waltersstad,3/16/2024,3/16/2025,Monthly,Amex,Auto-renew,Regular,Books,Comedy,Tablet,High,3.9,7
2286,Debra Daniels,justin02@example.net,justin02,3/14/1980,Female,South Michelemouth,2/23/2024,2/22/2025,Monthly,Visa,Auto-renew,Regular,Electronics,Sci-Fi,Smart TV,Medium,4.6,8
2287,Stephen Fuentes,christiandouglas@example.net,christiandouglas,7/30/1984,Female,North Crystal,1/4/2024,1/3/2025,Annual,Mastercard,Auto-renew,Frequent,Electronics,Sci-Fi,Smart TV,Medium,3.9,7
2288,Alyssa Beltran,susandixon@example.org,susandixon,3/3/2004,Female,New Richard,3/30/2024,3/30/2025,Annual,Mastercard,Auto-renew,Occasional,Books,Comedy,Smart TV,Medium,3.7,9
2289,Debbie Burton,andreachurch@example.net,andreachurch,1/13/1998,Female,Jamestown,3/6/2024,3/6/2025,Monthly,Mastercard,Auto-renew,Regular,Clothing,Horror,Smart TV,Medium,4,2
2290,Philip Walton,justin59@example.org,justin59,1/2/1964,Male,Christopherstad,1/18/2024,1/17/2025,Annual,Visa,Auto-renew,Frequent,Books,Documentary,Smart TV,High,4.8,5
2291,Vanessa Ryan,amy03@example.net,amy03,5/11/1988,Male,West Jennifer,3/16/2024,3/16/2025,Monthly,Amex,Manual,Frequent,Books,Action,Smartphone,Medium,3.3,8
2292,Richard Taylor,melaniecombs@example.org,melaniecombs,12/5/1966,Female,Lake Kristopherland,3/31/2024,3/31/2025,Annual,Visa,Manual,Frequent,Clothing,Action,Tablet,Low,3.8,7
2293,Monica Hill,bridgessteven@example.org,bridgessteven,1/1/1952,Male,Combstown,2/2/2024,2/1/2025,Monthly,Mastercard,Auto-renew,Regular,Books,Sci-Fi,Smartphone,Low,4.4,1
2294,Linda Kelly,ellispatricia@example.net,ellispatricia,3/3/1938,Female,Wilsonstad,4/4/2024,4/4/2025,Monthly,Visa,Auto-renew,Occasional,Electronics,Documentary,Tablet,Medium,4.8,7
2295,Mark Morrow,ramirezcaroline@example.com,ramirezcaroline,8/13/1970,Male,Caitlinmouth,1/5/2024,1/4/2025,Annual,Amex,Auto-renew,Frequent,Clothing,Romance,Smart TV,High,4.6,10
2296,Sara Ramos,kimberly11@example.com,kimberly11,11/29/2005,Male,Kevinmouth,2/28/2024,2/27/2025,Monthly,Amex,Manual,Frequent,Clothing,Documentary,Smartphone,Low,4,8
2297,Thomas Williams,taylorlinda@example.net,taylorlinda,12/4/1953,Male,West Lindaville,2/1/2024,1/31/2025,Annual,Amex,Auto-renew,Occasional,Clothing,Horror,Smart TV,Medium,3.3,8
2298,Michael Lutz,jillgill@example.net,jillgill,10/29/1987,Male,North Tinaview,3/17/2024,3/17/2025,Monthly,Visa,Manual,Occasional,Electronics,Action,Smartphone,Medium,3.9,5
2299,Deanna Bright,martinezjose@example.com,martinezjose,1/29/1990,Male,Chadberg,3/26/2024,3/26/2025,Monthly,Amex,Manual,Regular,Electronics,Drama,Tablet,Low,4.6,6
2300,William Evans,patriciafritz@example.net,patriciafritz,12/6/1941,Female,Stacyborough,3/22/2024,3/22/2025,Monthly,Visa,Auto-renew,Regular,Books,Romance,Tablet,Low,4.6,2
2301,Nathan Walker,hannahpeterson@example.org,hannahpeterson,4/6/1970,Male,New Derrickland,3/6/2024,3/6/2025,Monthly,Amex,Auto-renew,Occasional,Books,Romance,Tablet,High,3.6,9
2302,Maria Andrews,reidrachel@example.org,reidrachel,6/30/1947,Female,West Robertland,4/7/2024,4/7/2025,Annual,Mastercard,Manual,Frequent,Books,Horror,Tablet,Medium,4.9,1
2303,Sheila Paul,scott86@example.net,scott86,3/13/1942,Male,Nelsonhaven,4/4/2024,4/4/2025,Monthly,Visa,Auto-renew,Frequent,Clothing,Action,Smart TV,Medium,3,1
2304,Ronald Bishop,leealicia@example.org,leealicia,8/9/1944,Male,South Stephenbury,1/26/2024,1/25/2025,Monthly,Mastercard,Auto-renew,Occasional,Clothing,Horror,Smartphone,High,4,0
2305,April Smith,heathcandice@example.net,heathcandice,10/17/1942,Male,New Adrian,2/2/2024,2/1/2025,Monthly,Amex,Auto-renew,Regular,Clothing,Drama,Smartphone,High,4.1,4
2306,Lisa Nielsen,michaeljennings@example.org,michaeljennings,8/13/1991,Male,Port Toddbury,1/4/2024,1/3/2025,Annual,Amex,Manual,Frequent,Electronics,Horror,Smart TV,Low,4.6,3
2307,Tiffany Davis,kennethgarcia@example.com,kennethgarcia,7/12/1989,Female,South Shaneside,4/9/2024,4/9/2025,Monthly,Amex,Auto-renew,Regular,Books,Documentary,Tablet,Medium,5,1
2308,Lori Flores,hintonkatherine@example.org,hintonkatherine,12/15/1938,Male,West Sandramouth,1/29/2024,1/28/2025,Annual,Amex,Auto-renew,Occasional,Electronics,Action,Smartphone,Medium,5,1
2309,Jesus Johnson,davisbrian@example.org,davisbrian,2/20/1983,Female,Hamiltonmouth,2/17/2024,2/16/2025,Monthly,Mastercard,Auto-renew,Regular,Books,Comedy,Tablet,Low,4.7,1
2310,Thomas Gallegos,robertstaylor@example.org,robertstaylor,10/26/1959,Female,Brownburgh,4/9/2024,4/9/2025,Annual,Amex,Manual,Frequent,Books,Comedy,Smartphone,Low,4.3,1
2311,Martha Ferguson,urush@example.com,urush,2/3/1949,Female,Maynardport,2/11/2024,2/10/2025,Monthly,Visa,Manual,Regular,Books,Documentary,Tablet,Medium,4.7,5
